yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.000000, obstacle steering: inf, steer: 0.000000, speed: 10.000000
 yellow line angle: -0.004238, obstacle angle: -0.110537, obstacle dist: 10.218019, obstacle steering: -0.004112, steer: -0.015570, speed: 10.000000
 yellow line angle: -0.003036, obstacle angle: -0.110537, obstacle dist: 10.086452, obstacle steering: -0.001743, steer: -0.016113, speed: 10.000000
 yellow line angle: -0.002043, obstacle angle: -0.110537, obstacle dist: 9.966443, obstacle steering: -0.002119, steer: -0.016297, speed: 10.000000
 yellow line angle: -0.001466, obstacle angle: -0.142120, obstacle dist: 9.198263, obstacle steering: -0.004568, steer: -0.016991, speed: 10.000000
 yellow line angle: -0.000998, obstacle angle: -0.142120, obstacle dist: 9.075187, obstacle steering: -0.005103, steer: -0.017099, speed: 10.000000
 yellow line angle: 0.000377, obstacle angle: -0.085085, obstacle dist: 10.097029, obstacle steering: -0.000765, steer: -0.017099, speed: 10.000000
 yellow line angle: 0.002164, obstacle angle: -0.085085, obstacle dist: 9.980416, obstacle steering: -0.000575, steer: -0.017099, speed: 10.000000
 yellow line angle: 0.003827, obstacle angle: -0.057346, obstacle dist: 10.505589, obstacle steering: 0.001240, steer: 0.004323, speed: 10.000000
 yellow line angle: 0.004876, obstacle angle: -0.057346, obstacle dist: 10.409883, obstacle steering: 0.022829, steer: 0.022829, speed: 10.000000
 yellow line angle: 0.005229, obstacle angle: -0.008727, obstacle dist: 11.178612, obstacle steering: 0.044413, steer: 0.044413, speed: 10.000000
 yellow line angle: 0.005683, obstacle angle: -0.008727, obstacle dist: 11.049735, obstacle steering: 0.066248, steer: 0.066248, speed: 10.000000
 yellow line angle: 0.005407, obstacle angle: 0.052360, obstacle dist: 12.164269, obstacle steering: 0.050000, steer: 0.050000, speed: 10.000000
 yellow line angle: 0.003747, obstacle angle: 0.148353, obstacle dist: 13.907642, obstacle steering: 0.042692, steer: 0.050000, speed: 10.000000
 yellow line angle: 0.001705, obstacle angle: 0.148353, obstacle dist: 13.810887, obstacle steering: 0.042641, steer: 0.050000, speed: 10.000000
 yellow line angle: 0.000311, obstacle angle: 0.314159, obstacle dist: 16.745951, obstacle steering: 0.053832, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.001203, obstacle angle: 0.314159, obstacle dist: 16.610928, obstacle steering: 0.053863, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.003949, obstacle angle: 0.314159, obstacle dist: 16.475473, obstacle steering: 0.053895, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.006966, obstacle angle: 0.314159, obstacle dist: 16.340528, obstacle steering: 0.053927, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.009281, obstacle angle: 0.314159, obstacle dist: 16.205471, obstacle steering: 0.053960, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.011827, obstacle angle: 0.314159, obstacle dist: 16.070234, obstacle steering: 0.053993, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.014581, obstacle angle: 0.314159, obstacle dist: 15.934720, obstacle steering: 0.054027, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.017092, obstacle angle: 0.314159, obstacle dist: 15.799370, obstacle steering: 0.054061, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.019622, obstacle angle: 0.314159, obstacle dist: 15.663842, obstacle steering: 0.054096, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.022320, obstacle angle: 0.314159, obstacle dist: 15.528368, obstacle steering: 0.054132, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.025267, obstacle angle: 0.314159, obstacle dist: 15.392578, obstacle steering: 0.054169, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.028099, obstacle angle: 0.314159, obstacle dist: 15.256598, obstacle steering: 0.054206, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.030530, obstacle angle: 0.305432, obstacle dist: 15.183362, obstacle steering: 0.053651, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.033529, obstacle angle: 0.305432, obstacle dist: 15.041993, obstacle steering: 0.053686, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.036064, obstacle angle: 0.305432, obstacle dist: 14.902048, obstacle steering: 0.053720, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.038888, obstacle angle: 0.305432, obstacle dist: 14.761723, obstacle steering: 0.053756, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.042150, obstacle angle: 0.305432, obstacle dist: 14.621903, obstacle steering: 0.053792, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.045187, obstacle angle: 0.305432, obstacle dist: 14.483721, obstacle steering: 0.053828, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.049415, obstacle angle: 0.305432, obstacle dist: 14.345615, obstacle steering: 0.053865, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.052103, obstacle angle: 0.305432, obstacle dist: 14.207661, obstacle steering: 0.053902, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.055440, obstacle angle: 0.305432, obstacle dist: 14.069996, obstacle steering: 0.053940, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.058488, obstacle angle: 0.305432, obstacle dist: 13.932770, obstacle steering: 0.053979, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.062251, obstacle angle: 0.305432, obstacle dist: 13.795683, obstacle steering: 0.054019, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.065992, obstacle angle: 0.305432, obstacle dist: 13.658495, obstacle steering: 0.054059, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.068856, obstacle angle: 0.305432, obstacle dist: 13.521493, obstacle steering: 0.054100, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.073112, obstacle angle: 0.305432, obstacle dist: 13.384764, obstacle steering: 0.054142, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.075781, obstacle angle: 0.305432, obstacle dist: 13.248244, obstacle steering: 0.054185, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.080060, obstacle angle: 0.305432, obstacle dist: 13.111935, obstacle steering: 0.054228, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.082727, obstacle angle: 0.305432, obstacle dist: 12.975471, obstacle steering: 0.054273, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.086533, obstacle angle: 0.305432, obstacle dist: 12.839933, obstacle steering: 0.054318, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.089944, obstacle angle: 0.305432, obstacle dist: 12.704195, obstacle steering: 0.054364, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.093592, obstacle angle: 0.305432, obstacle dist: 12.568830, obstacle steering: 0.054411, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.097668, obstacle angle: 0.305432, obstacle dist: 12.433342, obstacle steering: 0.054459, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.101177, obstacle angle: 0.305432, obstacle dist: 12.298262, obstacle steering: 0.054508, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.105412, obstacle angle: 0.305432, obstacle dist: 12.163015, obstacle steering: 0.054558, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.108837, obstacle angle: 0.305432, obstacle dist: 12.028139, obstacle steering: 0.054609, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.112729, obstacle angle: 0.305432, obstacle dist: 11.894091, obstacle steering: 0.054661, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.116326, obstacle angle: 0.305432, obstacle dist: 11.760472, obstacle steering: 0.054714, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.120644, obstacle angle: 0.305432, obstacle dist: 11.628155, obstacle steering: 0.054768, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.124296, obstacle angle: 0.305432, obstacle dist: 11.496092, obstacle steering: 0.054822, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.128447, obstacle angle: 0.305432, obstacle dist: 11.364107, obstacle steering: 0.054878, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.132548, obstacle angle: 0.305432, obstacle dist: 11.233010, obstacle steering: 0.054935, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.137519, obstacle angle: 0.305432, obstacle dist: 11.104280, obstacle steering: 0.054992, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.141356, obstacle angle: 0.305432, obstacle dist: 10.979287, obstacle steering: 0.055049, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.145701, obstacle angle: 0.314159, obstacle dist: 10.764885, obstacle steering: 0.055961, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.149688, obstacle angle: 0.314159, obstacle dist: 10.631134, obstacle steering: 0.056035, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.154439, obstacle angle: 0.314159, obstacle dist: 10.497789, obstacle steering: 0.056112, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.158652, obstacle angle: 0.314159, obstacle dist: 10.365745, obstacle steering: 0.056190, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.163206, obstacle angle: 0.314159, obstacle dist: 10.233651, obstacle steering: 0.056270, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.167913, obstacle angle: 0.314159, obstacle dist: 10.101531, obstacle steering: 0.056352, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.172797, obstacle angle: 0.314159, obstacle dist: 9.970154, obstacle steering: 0.056436, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.177392, obstacle angle: 0.314159, obstacle dist: 9.839201, obstacle steering: 0.056521, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.182124, obstacle angle: 0.314159, obstacle dist: 9.709751, obstacle steering: 0.056608, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.187558, obstacle angle: 0.314159, obstacle dist: 9.580898, obstacle steering: 0.056697, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.192249, obstacle angle: 0.314159, obstacle dist: 9.452190, obstacle steering: 0.056788, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.197229, obstacle angle: 0.314159, obstacle dist: 9.323995, obstacle steering: 0.056882, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.201351, obstacle angle: 0.314159, obstacle dist: 9.198551, obstacle steering: 0.056975, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.206962, obstacle angle: 0.314159, obstacle dist: 9.074136, obstacle steering: 0.057071, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.212459, obstacle angle: 0.314159, obstacle dist: 8.949883, obstacle steering: 0.057169, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.217875, obstacle angle: 0.314159, obstacle dist: 8.828529, obstacle steering: 0.057268, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.223809, obstacle angle: 0.314159, obstacle dist: 8.710886, obstacle steering: 0.057366, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.228846, obstacle angle: 0.314159, obstacle dist: 8.602427, obstacle steering: 0.057459, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.235534, obstacle angle: 0.322886, obstacle dist: 8.385666, obstacle steering: 0.058692, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.241042, obstacle angle: 0.322886, obstacle dist: 8.262054, obstacle steering: 0.058822, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.247973, obstacle angle: 0.322886, obstacle dist: 8.141238, obstacle steering: 0.058953, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.253952, obstacle angle: 0.322886, obstacle dist: 8.021017, obstacle steering: 0.059087, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.260603, obstacle angle: 0.322886, obstacle dist: 7.903866, obstacle steering: 0.059222, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.267280, obstacle angle: 0.322886, obstacle dist: 7.789274, obstacle steering: 0.059358, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.273964, obstacle angle: 0.322886, obstacle dist: 7.680369, obstacle steering: 0.059490, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.280942, obstacle angle: 0.322886, obstacle dist: 7.575362, obstacle steering: 0.059622, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.288175, obstacle angle: 0.331612, obstacle dist: 7.372133, obstacle steering: 0.061071, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.295069, obstacle angle: 0.331612, obstacle dist: 7.259789, obstacle steering: 0.061242, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.301455, obstacle angle: 0.331612, obstacle dist: 7.151050, obstacle steering: 0.061413, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.307624, obstacle angle: 0.331612, obstacle dist: 7.048170, obstacle steering: 0.061580, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.313616, obstacle angle: 0.331612, obstacle dist: 6.953807, obstacle steering: 0.061737, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.320178, obstacle angle: 0.331612, obstacle dist: 6.875483, obstacle steering: 0.061871, steer: 0.050000, speed: 10.000000
 yellow line angle: -0.030140, obstacle angle: -0.104720, obstacle dist: 19.892799, obstacle steering: -0.005381, steer: -0.011747, speed: 10.000000
 yellow line angle: -0.031409, obstacle angle: -0.113446, obstacle dist: 19.823925, obstacle steering: -0.004859, steer: -0.012422, speed: 10.000000
 yellow line angle: -0.032099, obstacle angle: -0.104720, obstacle dist: 19.758987, obstacle steering: -0.005069, steer: -0.011629, speed: 10.000000
 yellow line angle: -0.033149, obstacle angle: -0.104720, obstacle dist: 19.613815, obstacle steering: -0.004222, steer: -0.012809, speed: 10.000000
 yellow line angle: -0.034372, obstacle angle: -0.104720, obstacle dist: 19.471388, obstacle steering: -0.005348, steer: -0.013670, speed: 10.000000
 yellow line angle: -0.035545, obstacle angle: -0.104720, obstacle dist: 19.329226, obstacle steering: -0.006154, steer: -0.014075, speed: 10.000000
 yellow line angle: -0.036827, obstacle angle: -0.104720, obstacle dist: 19.186666, obstacle steering: -0.006503, steer: -0.014835, speed: 10.000000
 yellow line angle: -0.037891, obstacle angle: -0.104720, obstacle dist: 19.044077, obstacle steering: -0.007206, steer: -0.014891, speed: 10.000000
 yellow line angle: -0.039328, obstacle angle: -0.104720, obstacle dist: 18.901129, obstacle steering: -0.007204, steer: -0.016235, speed: 10.000000
 yellow line angle: -0.040370, obstacle angle: -0.104720, obstacle dist: 18.758539, obstacle steering: -0.008490, steer: -0.015945, speed: 10.000000
 yellow line angle: -0.041527, obstacle angle: -0.104720, obstacle dist: 18.616341, obstacle steering: -0.008141, steer: -0.016715, speed: 10.000000
 yellow line angle: -0.042054, obstacle angle: -0.104720, obstacle dist: 18.474669, obstacle steering: -0.008851, steer: -0.015838, speed: 10.000000
 yellow line angle: -0.043731, obstacle angle: -0.104720, obstacle dist: 18.333334, obstacle steering: -0.007914, steer: -0.018819, speed: 10.000000
 yellow line angle: -0.044348, obstacle angle: -0.104720, obstacle dist: 18.191868, obstacle steering: -0.010833, steer: -0.017120, speed: 10.000000
 yellow line angle: -0.045781, obstacle angle: -0.104720, obstacle dist: 18.050495, obstacle steering: -0.009072, steer: -0.019386, speed: 10.000000
 yellow line angle: -0.046188, obstacle angle: -0.104720, obstacle dist: 17.910196, obstacle steering: -0.011274, steer: -0.017712, speed: 10.000000
 yellow line angle: -0.047024, obstacle angle: -0.104720, obstacle dist: 17.769979, obstacle steering: -0.009536, steer: -0.019061, speed: 10.000000
 yellow line angle: -0.047235, obstacle angle: -0.104720, obstacle dist: 17.630381, obstacle steering: -0.010821, steer: -0.018148, speed: 10.000000
 yellow line angle: -0.047784, obstacle angle: -0.104720, obstacle dist: 17.490358, obstacle steering: -0.009842, steer: -0.019246, speed: 10.000000
 yellow line angle: -0.048383, obstacle angle: -0.104720, obstacle dist: 17.350609, obstacle steering: -0.010873, steer: -0.019788, speed: 10.000000
